INSTNM	LOCALE	LATITUDE	LONGITUDE
J Sargeant Reynolds Community College	21	37.6374	-77.473
James Madison University	13	38.4353	-78.8717
John Tyler Community College	21	37.3463	-77.4079
Everest College-Newport News	12	37.0843	-76.4652
Liberty University	13	37.3503	-79.1797
Longwood University	33	37.3011	-78.3958
Lord Fairfax Community College	41	39.036	-78.2673
Lynchburg College	13	37.3977	-79.1842
Lynchburg General Hospital School of Nursing	13	37.4169	-79.1714
Mary Baldwin College	13	38.1548	-79.0683
University of Mary Washington	22	38.3022	-77.4744
Marymount University	12	38.9056	-77.1288
Danville Regional Medical Center School of Health Professions	33	36.5782	-79.4054
Mountain Empire Community College	32	36.8551	-82.7585
American National University	22	37.2997	-80.0236
New River Community College	31	37.1052	-80.6961
Sentara College of Health Sciences	21	36.777	-76.2427
Tidewater Tech-Trades	12	36.8729	-76.2199
Norfolk State University	12	36.8483	-76.2639
Northern Virginia Community College	21	38.834	-77.2367
Old Dominion University	12	36.8849	-76.3097
Patrick Henry Community College	41	36.7379	-79.8711
Paul D Camp Community College	32	36.6745	-76.9376
Southside Regional Medical Center Professional Schools	21	37.217	-77.3974
Miller-Motte Technical College-Lynchburg	13	37.3757	-79.2263
Piedmont Virginia Community College	23	38.0069	-78.4837
Radford University	13	37.1369	-80.5497
Sylvain Melloul International Hair Academy	13	37.4043	-79.1713
Randolph-Macon College	21	37.7497	-77.4723
Randolph College	13	37.4374	-79.1708
Rappahannock Community College	42	37.5644	-76.6239
Fortis College-Norfolk	12	36.8471	-76.1858
Richard Bland College of the College of William and Mary	41	37.1569	-77.3993
Bon Secours Memorial College of Nursing	21	37.6469	-77.4332
University of Richmond	12	37.5776	-77.5387
Riverside School of Health Careers	12	37.0352	-76.4563
Roanoke College	22	37.2969	-80.0564
Bon Secours St Mary's Hospital School of Medical Imaging	21	37.6468	-77.4331
Shenandoah University	13	39.1661	-78.1584
Southern Virginia University	32	37.7407	-79.3503
Southside Virginia Community College	42	36.8391	-77.918
Southwest Virginia Community College	41	37.0062	-81.7967
Springfield Beauty Academy	21	38.8319	-77.1964
Staunton School of Cosmetology	13	38.1495	-79.0706
Strayer University-Virginia	12	38.8907	-77.0851
Sweet Briar College	22	37.5563	-79.0797
Thomas Nelson Community College	12	37.0637	-76.4186
Tidewater Community College	12	36.8506	-76.2897
Union Presbyterian Seminary	12	37.5789	-77.4493
The University of Virginia's College at Wise	32	36.9715	-82.5587
Virginia Highlands Community College	23	36.6993	-82.0013
Virginia Intermont College	13	36.605	-82.1761
Virginia Polytechnic Institute and State University	13	37.2375	-80.4348
Virginia Western Community College	13	37.2456	-79.9731
Virginia Commonwealth University	12	37.5476	-77.4536
University of Virginia-Main Campus	13	38.0365	-78.5026
Virginia Military Institute	32	37.7843	-79.5258
Virginia School of Hair Design	12	37.0253	-76.3464
Virginia University of Lynchburg	13	37.3951	-79.1515
Virginia State University	21	37.2365	-77.4199
Virginia Union University	12	37.5619	-77.451
Virginia Wesleyan College	11	36.8684	-76.1861
Wards Corner Beauty Academy-Norfolk	12	36.9124	-76.2553
Washington and Lee University	32	37.7878	-79.4457
Sanford-Brown College-Tysons Corner	21	38.9195	-77.2124
Washington County Adult Skill Center	23	36.7197	-81.9499
Woodrow Wilson Rehabilitation Center	23	38.1179	-78.9913
Wytheville Community College	32	36.9577	-81.0706
Beauty Academy	13	47.4217	-120.3094
The Art Institute of Seattle	11	47.6122	-122.3486
Evergreen Beauty and Barber College-Bellevue	12	47.6275	-122.1525
Bellevue College	12	47.5848	-122.15
Bellingham Technical College	13	48.7662	-122.5122
Big Bend Community College	33	47.1851	-119.3185
Everest College-Bremerton	13	47.5641	-122.6257
Everest College-Renton	13	47.4696	-122.2315
Central Washington University	32	47.005	-120.5377
Centralia College	32	46.7163	-122.9607
City University of Seattle	11	47.6115	-122.1826
Lucas Marc Academy	13	46.2272	-119.2501
Clark College	12	45.6343	-122.653
Clover Park Technical College	13	47.1755	-122.4955
Columbia Basin College	22	46.2515	-119.1186
Cornish College of the Arts	11	47.6179	-122.3361
Divers Institute of Technology	11	47.648	-122.3421
Eastern Washington University	31	47.4913	-117.5894
Edmonds Community College	21	47.8167	-122.3275
Everett Community College	12	48.0066	-122.2047
Paroba College of Cosmetology	12	47.9102	-122.2246
The Evergreen State College	22	47.0738	-122.9775
Pierce College at Fort Steilacoom	13	47.1721	-122.5709
Glen Dow Academy of Hair Design	12	47.6578	-117.4165
Gonzaga University	12	47.6681	-117.4031
Grays Harbor College	41	46.9534	-123.8029
Green River Community College	13	47.3123	-122.1782
Toni & Guy Hairdressing Academy-Shoreline	21	47.7618	-122.346
Heritage University	41	46.3746	-120.3953
Highline Community College	21	47.3883	-122.3026
Interface College-Spokane	12	47.6679	-117.417
International Air and Hospitality Academy	12	45.6282	-122.6405
ITT Technical Institute-Seattle	21	47.4886	-122.2752
ITT Technical Institute-Spokane Valley	13	47.6753	-117.2222
Bastyr University	21	47.7299	-122.2517
Gene Juarez Academy of Beauty-Mountlake Terrace	21	47.7072	-122.3205
Bates Technical College	12	47.2515	-122.4464
Lake Washington Institute of Technology	21	47.7051	-122.1671
Lower Columbia College	13	46.1428	-122.9377
Trinity Lutheran College	12	47.9803	-122.2077
Cascade Beauty College	13	47.3081	-122.2233
BJ's Beauty & Barber College	12	47.2094	-122.4836
Northwest Hair Academy	13	48.4185	-122.3385
Seattle Community College-North Campus	11	47.6998	-122.335
Northwest University	21	47.6577	-122.1915
Olympic College	13	47.5751	-122.6358
Perry Technical Institute	13	46.5715	-120.538
Pacific Lutheran University	21	47.1455	-122.4454
Peninsula College	33	48.1006	-123.4125
University of Puget Sound	12	47.2637	-122.4797
Renton Technical College	13	47.4886	-122.1789
Saint Martin's University	22	47.0371	-122.8154
Seattle Community College-South Campus	11	47.5475	-122.3527
Seattle Central College	11	47.6167	-122.3215
Everest College-Seattle	11	47.7084	-122.3333
Seattle Pacific University	11	47.6493	-122.3629
Seattle University	11	47.6101	-122.3197
Shoreline Community College	21	47.7486	-122.3586
Skagit Valley College	13	48.4372	-122.3102
South Puget Sound Community College	13	47.0235	-122.9294
Spokane Community College	12	47.6726	-117.361
Spokane Falls Community College	12	47.6767	-117.4635
Stylemaster College of Hair Design	13	46.1359	-122.9348
Tacoma Community College	12	47.2464	-122.5211
Walla Walla Community College	13	46.0799	-118.2837
Walla Walla University	23	46.047	-118.3898
Washington State University	32	46.7304	-117.1582
University of Washington-Seattle Campus	11	47.6562	-122.3131
Wenatchee Valley College	13	47.4309	-120.3348
Everest College-Vancouver	12	45.6215	-122.5365
Western Washington University	13	48.7372	-122.4849
Whatcom Community College	13	48.7959	-122.4958
Whitman College	13	46.0714	-118.3302
Whitworth University	21	47.7537	-117.4181
Yakima Valley Community College	13	46.5861	-120.5285
Alderson Broaddus University	32	39.1581	-80.0477
Appalachian Beauty School	33	37.6722	-82.2956
Appalachian Bible College	41	37.8533	-81.2012
B M Spurr School of Practical Nursing	23	39.9462	-80.7532
Ben Franklin Career Center	22	38.3672	-81.7535
Bethany College	41	40.2051	-80.5578
Bluefield State College	33	37.2669	-81.2354
Cabell County Career Technology Center	22	38.4032	-82.3724
Charleston School of Beauty Culture	13	38.3502	-81.6347
University of Charleston	13	38.3326	-81.6187
Clarksburg Beauty Academy and School of Massage Therapy	32	39.28	-80.3384
Concord University	33	37.4239	-81.0057
Davis & Elkins College	33	38.9287	-79.8464
Fairmont State University	32	39.4859	-80.1618
Glenville State College	33	38.9353	-80.8336
HRDE-Stanley Technical Institute-Clarksburg	32	39.2791	-80.328
Huntington Junior College	13	38.4201	-82.4431
James Rumsey Technical Institute	22	39.5328	-77.9786
Ralph R Willis Career and Technical Center	41	37.8271	-81.9428
Marshall University	13	38.4226	-82.4307
Mercer County Technical Education Center	33	37.36	-81.1046
Meredith Manor International Equestrian Center	42	39.2997	-81.4003
Monongalia County Technical Education Center	13	39.6112	-79.9573
Morgantown Beauty College Inc	13	39.6289	-79.9543
Mountain State College	13	39.2732	-81.5487
Everest Institute-Cross Lanes	22	38.4228	-81.7899
Opportunities Industrialization Center	32	39.485	-80.145
Ohio Valley University	13	39.3124	-81.5392
West Virginia University at Parkersburg	23	39.2164	-81.5062
Potomac State College of West Virginia University	32	39.4369	-78.9832
Academy of Careers and Technology	13	37.7998	-81.1686
Salem International University	42	39.2886	-80.5718
Shepherd University	31	39.4343	-77.8048
Southern West Virginia Community and Technical College	33	37.8518	-82.023
Fred W Eberle Technical Center	33	39.0019	-80.2253
West Virginia School of Osteopathic Medicine	33	37.8039	-80.4386
West Virginia State University	22	38.379	-81.768
West Virginia University Hospital Departments of Rad Tech and Nutrition	13	39.6505	-79.9647
West Liberty University	41	40.1644	-80.6023
West Virginia University Institute of Technology	41	38.1794	-81.3252
West Virginia Wesleyan College	33	38.9905	-80.2171
West Virginia Business College-Wheeling	13	40.0635	-80.7227
West Virginia Junior College-Charleston	13	38.3479	-81.6344
West Virginia Junior College-Morgantown	13	39.6326	-79.9548
International Beauty School 4	13	39.4546	-77.9649
West Virginia Northern Community College	13	40.0637	-80.7215
West Virginia University	13	39.6347	-79.9539
Wheeling Jesuit University	13	40.0709	-80.6908
Wood County School of Practical Nursing	23	39.2168	-81.5057
Advanced Institute of Hair Design-Glendale	21	43.1209	-87.9164
VICI Aveda Institute	21	42.9691	-88.0478
Alverno College	11	42.9835	-87.9655
Madison Area Technical College	12	43.1229	-89.3277
Bellin College	41	44.4683	-87.9217
Beloit College	13	42.5036	-89.0315
Blackhawk Technical College	23	42.5932	-89.0162
Cardinal Stritch University	21	43.1398	-87.909
Carroll University	13	43.0046	-88.228
Carthage College	22	42.6229	-87.8207
Columbia College of Nursing	21	43.0975	-87.9171
Concordia University-Wisconsin	21	43.2542	-87.9166
Edgewood College	12	43.0587	-89.4221
Fox Valley Technical College	22	44.2832	-88.4589
Gateway Technical College	22	42.6057	-87.8467
Gill-Tech Academy of Hair Design	22	44.2684	-88.4872
The Salon Professional Academy-Eau Claire	22	44.7834	-91.4617
ITT Technical Institute-Greenfield	21	42.96	-87.9934
Lakeland College	41	43.8419	-87.885
Lakeshore Technical College	42	43.9248	-87.7545
Lawrence University	13	44.2613	-88.3978
Maranatha Baptist University	31	43.1957	-88.7351
Marian University	13	43.7774	-88.4206
Marquette University	11	43.0388	-87.9281
Empire Beauty School-Madison	12	43.0553	-89.4909
Medical College of Wisconsin	21	43.0441	-88.0227
Mid-State Technical College	41	44.3912	-89.7834
Milwaukee Area Technical College	11	43.0436	-87.9208
Milwaukee Institute of Art & Design	11	43.0309	-87.9079
Milwaukee School of Engineering	11	43.0454	-87.9077
Moraine Park Technical College	13	43.7852	-88.4177
Mount Mary University	11	43.0723	-88.0306
Nashotah House	21	43.0936	-88.4146
Nicolet Area Technical College	41	45.6095	-89.4251
Northcentral Technical College	13	44.9848	-89.6484
Northeast Wisconsin Technical College	12	44.5263	-88.106
Northland International University	43	45.5811	-88.0959
Northland College	33	46.579	-90.875
Ripon College	32	43.8424	-88.8426
Sacred Heart School of Theology	21	42.9108	-88.0444
Saint Norbert College	22	44.4447	-88.0673
Silver Lake College of the Holy Family	32	44.071	-87.743
State College of Beauty Culture Inc	13	44.9585	-89.6252
Southwest Wisconsin Technical College	42	42.9762	-90.6377
Bryant & Stratton College-Milwaukee	11	43.0392	-87.9153
University of Wisconsin Colleges	12	43.0716	-89.4045
Viterbo University	13	43.8023	-91.2441
Chippewa Valley Technical College	13	44.7949	-91.5057
Waukesha County Technical College	21	43.0701	-88.2588
Western Technical College	13	43.8151	-91.2462
University of Wisconsin-Whitewater	32	42.8356	-88.7424
Wisconsin Indianhead Technical College	42	45.7478	-91.9165
Wisconsin School of Professional Psychology	11	43.1051	-88.0267
Paul Mitchell the School-Green Bay	41	44.4681	-88.1151
University of Wisconsin-Eau Claire	13	44.7984	-91.5004
University of Wisconsin-Green Bay	12	44.5311	-87.9205
University of Wisconsin-La Crosse	13	43.8153	-91.2301
Wisconsin Lutheran College	11	43.0369	-88.0227
University of Wisconsin-Oshkosh	13	44.025	-88.5493
University of Wisconsin-Parkside	22	42.6461	-87.8554
Herzing University-Madison	12	43.1436	-89.2916
University of Wisconsin-Stout	32	44.8886	-91.9298
University of Wisconsin-Superior	22	46.7175	-92.089
University of Wisconsin-Madison	12	43.0739	-89.4054
University of Wisconsin-Milwaukee	11	43.0768	-87.8805
University of Wisconsin-Platteville	32	42.7339	-90.4927
University of Wisconsin-River Falls	32	44.8526	-92.6253
University of Wisconsin-Stevens Point	32	44.5296	-89.5709
Casper College	13	42.8305	-106.327
Central Wyoming College	33	43.0305	-108.427
Eastern Wyoming College	33	42.0794	-104.1908
Laramie County Community College	23	41.1039	-104.781
Northwest College	33	44.7602	-108.7617
Sheridan College	33	44.7645	-106.9424
Western Wyoming Community College	33	41.591	-109.2371
Cheeks International Academy of Beauty Culture-Cheyenne	13	41.1342	-104.8167
Wyotech-Laramie	33	41.3396	-105.5905
University of Wyoming	33	41.3119	-105.572
American Samoa Community College	33	-14.3226	-170.7427
Guam Community College	33	13.4406	144.8089
University of Guam	33	13.4327	144.8028
Northern Marianas College	33	15.1522	145.7217
Institute of Beauty Careers	13	18.4686	-66.721
Educational Technical College-Recinto de Bayamon	21	18.3953	-66.1591
American University of Puerto Rico	21	18.4061	-66.1868
American University of Puerto Rico	21	18.4341	-66.4787
American Educational College	21	18.3969	-66.1469
Antilles School of Technical Careers	11	18.3602	-66.0772
Universidad Adventista de las Antillas	22	18.2053	-67.1126
Atlantic University College	13	18.3574	-66.1117
Bayamon Central University	21	18.4005	-66.1815
Columbia Centro Universitario-Caguas	13	18.2263	-66.0281
Carlos Albizu University-San Juan	11	18.4666	-66.1139
Caribbean University-Bayamon	21	18.3406	-66.1907
Caribbean University-Carolina	12	18.3875	-65.9577
Pontifical Catholic University of Puerto Rico-Arecibo	23	18.446	-66.6791
Pontifical Catholic University of Puerto Rico-Ponce	12	18.0029	-66.6113
Centro de Estudios Multidisciplinarios-San Juan	11	18.3903	-66.0109
Universidad Teologica del Caribe	21	18.3706	-66.0145
Colegio Universitario de San Juan	11	18.4285	-66.0665
Universidad Metropolitana	11	18.3867	-66.061
Puerto Rico Conservatory of Music	11	18.4206	-66.0684
Center for Advanced Studies On Puerto Rico and the Caribbean	11	18.4659	-66.1183
EDP University of Puerto Rico Inc-San Sebastian	21	18.3349	-66.9909
Emma's Beauty Academy-Mayaguez	13	18.1998	-67.141
Escuela de Artes Plasticas de Puerto Rico	11	18.4674	-66.1115
Instituto Tecnologico de Puerto Rico-Recinto de Manati	21	18.4394	-66.457
Huertas College	13	18.2191	-66.0315
Humacao Community College	21	18.1483	-65.8264
ICPR Junior College-Arecibo	13	18.4753	-66.7583
