INSTNM	LOCALE	LATITUDE	LONGITUDE
University of Phoenix-Minneapolis St Paul Campus	21	44.9752	-93.4048
Kaplan College-Fort Worth	11	32.7483	-97.2889
Kaplan College-Lubbock	12	33.5869	-101.8509
North-West College-Riverside	11	33.9083	-117.4507
Everest Institute-Chelsea	21	42.3934	-71.0397
Everest Institute-Eagan	13	44.8588	-93.1397
University of Phoenix-Louisville Campus	21	38.2239	-85.5636
Everest University-Orange Park	21	30.1888	-81.7067
Everest Institute-Bissonnet	11	29.6773	-95.545
Everest College-McLean	21	38.9323	-77.2343
Colegio Tecnico de Electricidad Galloza	21	18.3821	-67.1995
Empire Beauty School-St Paul	11	44.9507	-93.0198
Arthur's Beauty School Inc-Conway	13	35.1091	-92.446
Vatterott College-St Charles	13	38.7907	-90.5503
Anthem Institute-North Brunswick	21	40.4671	-74.4443
Anthem Career College-Memphis	11	35.167	-89.8671
Anthem College-Kansas City	11	38.9661	-94.6076
Spa Tech Institute-Ipswich	21	42.6886	-70.8494
Spa Tech Institute-Westboro	21	42.286	-71.6357
Spa Tech Institute-Plymouth	21	41.9585	-70.7045
Milan Institute of Cosmetology-San Antonio Walzem	21	29.5116	-98.3829
Bridgemont Community and Technical College	31	38.1804	-81.3235
Wards Corner Beauty Academy-Virginia Beach	11	36.8579	-76.1746
Neumont University	12	40.5566	-111.9113
Johnson & Wales University-Charlotte	11	35.2329	-80.8509
University of Phoenix-Central Valley Campus	11	36.8587	-119.7899
L'Ecole Culinaire-St Louis	21	38.6354	-90.3922
Roseman University of Health Sciences	11	36.0727	-115.0668
Fortis Institute-Port Saint Lucie	12	27.3038	-80.3073
Fortis Institute-Miami	21	25.7024	-80.341
Aviation Institute of Maintenance-Manassas	21	38.7938	-77.515
Everest College-North Aurora	21	41.8001	-88.3261
Cosmetology School of Arts and Sciences	33	42.5469	-113.7928
Universal Technical Institute of Pennsylvania Inc	21	40.0705	-75.6851
Heritage College-Kansas City	11	38.9396	-94.5768
Kenneth Shuler School of Cosmetology-Spartanburg	13	34.9234	-81.9727
Kenneth Shuler School of Cosmetology-Columbia	12	34.0333	-81.0877
Institute for the Psychological Sciences	12	38.8558	-77.0514
Pivot Point Academy-Chicago	11	41.9534	-87.7252
Lincoln Technical Institute-Shelton	21	41.2741	-73.131
Minnesota School of Business-Waite Park	22	45.5502	-94.2317
Minnesota School of Business-Shakopee	21	44.7843	-93.5542
Northwest Career College	11	36.2039	-115.2556
Soma Institute-The National School of Clinical Massage Therapy	11	41.8784	-87.6272
Xtreme Career Institute	13	18.4258	-67.1552
Marinello Schools of Beauty-Niantic	22	41.3259	-72.1927
American Academy of Acupuncture and Oriental Medicine	21	45.0158	-93.1814
Arizona School of Acupuncture and Oriental Medicine	11	32.2613	-110.8934
Ave Maria University	42	26.3371	-81.4411
Blue Sky School of Professional Massage and Therapeutic Bodywork	41	43.2882	-87.9243
Buchanan Beauty College	32	35.4976	-86.4608
CALC Institute of Technology	23	38.9246	-90.1741
Cambridge Junior College-Yuba City	13	39.1399	-121.6522
Cambridge Institute of Allied Health & Technology	21	28.6637	-81.376
Career Care Institute	21	34.6782	-118.1564
ATA Career Education	22	27.8843	-82.7292
Career Quest Learning Centers-Lansing	12	42.6991	-84.5373
Central State Massage Academy	11	35.5698	-97.6686
Community Christian College	13	34.0545	-117.2005
Crossett School of Cosmetology	33	33.1341	-91.9598
Culpeper Cosmetology Training Center	32	38.4715	-77.995
Day Spa Career College	22	30.41	-88.7623
Eastern School of Acupuncture and Traditional Medicine	21	40.813	-74.2161
Ecclesia College	41	36.2141	-94.2366
Employment Solutions-College for Technical Education	11	37.9823	-84.4837
European Massage Therapy School-Skokie	13	42.039	-87.7471
Evergreen Beauty and Barber College-Everett	12	47.9092	-122.222
Paul Mitchell the School-Great Lakes	23	42.9764	-82.4592
Healthcare Training Institute	21	40.6964	-74.2684
John D Rockefeller IV Career Center	41	40.5327	-80.6207
Los Angeles Music Academy	12	34.1393	-118.1501
Maple Springs Baptist Bible College and Seminary	21	38.8635	-76.9425
MCI Institute of Technology	21	26.7061	-80.0975
Pacific Coast Trade School	12	34.1831	-119.1618
Centura Institute	21	28.6151	-81.4231
Precision Manufacturing Institute	32	41.6413	-80.1573
Professional Massage Training Center	12	37.2299	-93.2913
Regency School of Hair Design	33	37.6737	-82.7774
Rosslyn Training Academy of Cosmetology	21	18.3795	-67.1887
SAE Institute of Technology-Nashville	11	36.1504	-86.7904
eClips School of Cosmetology and Barbering	13	37.3056	-89.5471
Shear Academy	33	35.9529	-85.0352
Southern Technical College	21	28.7725	-81.2792
Stanbridge College	12	33.6789	-117.8576
Styletrends Barber and Hairstyling Academy	13	34.9231	-81.028
Universal Career School	21	25.7675	-80.3702
Universal College of Healing Arts	11	41.3392	-95.9615
Uta Mesivta of Kiryas Joel	21	41.3355	-74.1611
Harrisburg University of Science and Technology	13	40.2613	-76.8808
The Art Institute of Ohio-Cincinnati	21	39.2888	-84.3179
Stevens-Henager College-Logan	13	41.718	-111.836
University of Phoenix-Des Moines Campus	12	41.593	-93.7986
University of Phoenix-San Antonio Campus	11	29.5157	-98.5554
University of Phoenix-Austin Campus	11	30.3975	-97.7297
University of Phoenix-Richmond-Virginia Beach Campus	21	37.6013	-77.5135
University of Phoenix-Raleigh Campus	11	35.7677	-78.7275
Blue Ridge Community and Technical College	41	39.4539	-77.9683
International Academy of Design and Technology-Henderson	11	36.0223	-115.0966
International Academy of Design and Technology-Seattle	21	47.4503	-122.2551
International Academy of Design and Technology-Nashville	11	36.1672	-86.6904
Le Cordon Bleu College of Culinary Arts-Miami	21	25.9785	-80.2881
Le Cordon Bleu College of Culinary Arts-Minneapolis	21	44.866	-93.1601
Anthem College-Portland	13	45.4898	-122.8066
Career Technical College-Shreveport	12	32.485	-93.7032
ITT Technical Institute-Kansas City	11	39.048	-94.475
ITT Technical Institute-Kennesaw	21	34.0371	-84.589
ITT Technical Institute-Owings Mills	21	39.4299	-76.8127
ITT Technical Institute-Warrensville Heights	21	41.4322	-81.4988
Union Graduate College	13	42.8167	-73.9284
Chambersburg Beauty School	13	39.9351	-77.6654
Daytona College	13	29.2701	-81.0802
Delta Technical College	21	34.9562	-90.0071
United States University	21	32.6149	-117.092
Westwood College-Arlington Ballston	12	38.882	-77.1146
Kaplan College-Bakersfield	11	35.3373	-119.0379
Kaplan College-Fresno	21	36.8072	-119.7083
Empire Beauty School-Avondale	22	33.4642	-112.2731
Empire Beauty School-North Tucson	11	32.2856	-110.98
Empire Beauty School-Littleton	21	39.6081	-105.0971
Empire Beauty School-Aurora	11	39.6959	-104.7926
Everest Institute-Gahanna	21	39.9989	-82.8527
Everest College-Merrionette Park	21	41.6831	-87.7019
Everest College-Earth City	21	38.7588	-90.459
Everest College-Mesa	11	33.3799	-111.7145
Everest Institute-Silver Spring	13	38.9987	-77.0304
Alvareitas College of Cosmetology-Belleville	21	38.546	-90.033
AmeriTech College-Draper	21	40.5279	-111.8928
Argosy University-Los Angeles	21	33.9279	-118.373
Brown Mackie College-Miami	21	25.7883	-80.186
Regency Beauty Institute-Darien	21	41.7532	-87.9719
Regency Beauty Institute-Aurora	21	41.7649	-88.2092
Regency Beauty Institute-Madison	12	43.1295	-89.2952
Regency Beauty Institute-Ridgedale	21	44.9682	-93.4461
San Joaquin Valley College-Modesto	21	37.717	-121.0918
Fortis College-Largo	13	27.8948	-82.7274
Platt College-Moore	21	35.3392	-97.4784
Platt College-Dallas	11	32.9102	-96.879
Universal Technical Institute of Massachusetts Inc	21	42.2076	-71.2014
Eagle Gate College-Layton	21	41.0733	-111.9744
Carsten Institute of Cosmetology	11	40.7373	-73.991
Academy of Hair Design-Jasper	33	30.9082	-94.0069
Expression College for Digital Arts	21	37.8476	-122.2954
Unitech Training Academy-West Monroe	22	32.5065	-92.1294
Daymar College-Bellevue	21	39.084	-84.482
Salter School-Fall River	21	41.6985	-71.1533
Seacoast Career School-Manchester Campus	12	42.9978	-71.4688
Instituto de Educacion Tecnica Ocupacional La Reine-Aguadilla	13	18.4305	-67.155
New River Community and Technical College	23	37.7927	-81.2214
The College of Health Care Professions-Southwest Houston	11	29.6881	-95.5276
Eagle Gate College-Salt Lake City	12	40.7601	-111.8907
Kaplan College-Palm Springs	21	33.8219	-116.5192
University of Phoenix-Savannah Campus	12	32.0718	-81.1511
University of Phoenix-Northern Nevada Campus	12	39.4299	-119.755
Minnesota School of Business-Rochester	12	44.0714	-92.4995
Georgia Gwinnett College	21	33.9799	-84.0011
Phoenix Institute of Herbal Medicine & Acupuncture	11	33.5229	-112.0688
Tucson College of Beauty	11	32.2783	-110.9961
California Career College	11	34.1976	-118.6018
Palladium Technical Academy	21	34.0768	-118.0444
Palace Beauty College	11	34.0447	-118.3095
National Polytechnic College	21	33.9898	-118.1389
American Career College-Ontario	12	34.0682	-117.5838
Asher College	13	38.5878	-121.4158
American Institute of Massage Therapy	11	33.7159	-117.8503
University of East-West Medicine	12	37.3863	-121.996
Blake Austin College	23	38.3785	-121.9456
Aviator College of Aeronautical Science and Technology	41	27.4844	-80.3545
Total International Career Institute	21	25.8491	-80.3068
Trendsetters School of Beauty & Barbering	11	30.3118	-81.7175
CDA Technical Institute	11	30.3923	-81.6468
American Institute of Beauty	21	27.9151	-82.7491
North Florida Cosmetology Institute Inc	12	30.477	-84.2946
Florida Academy of Health & Beauty	21	26.157	-80.1542
Augusta School of Massage	21	33.5292	-82.1355
ATA College	21	38.224	-85.5666
SUM Bible College and Theological Seminary	11	37.7341	-122.1778
Compass Career College	23	30.4767	-90.4797
Hair Expressions Academy	21	39.0614	-77.1159
Nuvo College of Cosmetology	22	43.1758	-86.2199
WellSpring School of Allied Health-Kansas City	11	38.9632	-94.605
Hair Academy 110	33	40.1951	-92.5829
Healing Touch Career College	13	31.3219	-89.3624
The Salon Professional Academy-Fargo	12	46.859	-96.8587
Massage Therapy Trainining Institute	13	32.3104	-106.8161
Institute of Professional Careers	12	36.1083	-115.1187
Elite Academy of Beauty Arts	11	40.6042	-73.9745
Aveda Institute-New York	11	40.7258	-74.0048
Northwest Regional Technology Institute	12	42.1074	-80.0709
National Massage Therapy Institute	11	40.1061	-75.0022
MyrAngel Beauty Institute	21	18.1896	-65.9609
Institute of Hair Design	42	35.2433	-88.3925
Tennessee Career Institute	32	35.5998	-87.0779
Texas Health School	11	29.7835	-95.5797
Mai-trix Beauty College	11	29.8474	-95.5035
North West Beauty School	11	29.8612	-95.473
Maximum Style Tec School of Cosmetology	13	41.7271	-111.8339
Careers Unlimited	13	40.2749	-111.7314
Mountainland Applied Technology College	21	40.4203	-111.886
Avi Career Training	21	38.9743	-77.2967
Mountain State School of Massage	13	38.3175	-81.5796
Doane College-Lincoln Grand Island and Master	11	40.8155	-96.6508
Shorter University-College of Adult & Professional Programs	13	33.908	-84.4279
The Art Institute of Indianapolis	11	39.9203	-86.2219
Eastern International College-Belleville	21	40.7639	-74.2204
San Joaquin Valley College-Rancho Cordova	13	38.5967	-121.2803
Illinois School of Health Careers-O'Hare Campus	11	41.982	-87.8445
MedTech College	11	39.8918	-86.0532
Broken Arrow Beauty College-Tulsa	11	36.0604	-95.8528
Universal Technical Institute of Northern California Inc	11	38.6458	-121.5295
ITT Technical Institute-Charlotte South	11	35.1821	-80.9211
ITT Technical Institute-Clovis	21	36.8366	-119.7013
ITT Technical Institute-Dunmore	21	41.4153	-75.6155
ITT Technical Institute-Swartz Creek	21	42.9657	-83.802
ITT Technical Institute-Lexington	11	38.0325	-84.4469
ITT Technical Institute-Maumee	21	41.6112	-83.6891
ITT Technical Institute-Oklahoma City	11	35.5222	-97.5453
ITT Technical Institute-Tulsa	11	36.0761	-95.8822
University of Phoenix-Omaha Campus	11	41.2648	-96.1216
University of Phoenix-Northwest Arkansas Campus	13	36.3437	-94.1801
University of Phoenix-Columbia Campus	21	34.0988	-80.9559
The Art Institute of California-Argosy University Inland Empire	12	34.0714	-117.27
National American University-Zona Rosa	11	38.9673	-94.5009
West Hills College-Lemoore	41	36.2924	-119.8239
Stautzenberger College-Brecksville	21	41.2888	-81.6432
Stone Academy-East Hartford	13	41.779	-72.6067
Westwood College-Annandale	21	38.8321	-77.2098
Unitech Training Academy-Houma	13	29.5778	-90.6884
Miller-Motte Technical College-Madison	11	36.2882	-86.7047
Rasmussen College-Illinois	12	42.2676	-88.9989
Educational Technical College-Recinto de Coamo	31	18.0818	-66.3644
Educational Technical College-Recinto de san Sebastian	21	18.3384	-66.9886
Argosy University-Denver	11	39.6572	-104.9006
College America-Colorado Springs	11	38.8409	-104.7602
College America-Fort Collins	12	40.5684	-105.0924
Automotive Training Center-Warminster	21	40.1998	-75.0736
Empire Beauty School-Milwaukee	11	42.9426	-87.9505
The Robert B Miller College	13	42.3332	-85.1789
University of Phoenix-Fairfield County Campus	13	41.097	-73.444
University of Phoenix-Harrisburg Campus	21	40.312	-76.829
University of South Florida-St Petersburg	12	27.7626	-82.6357
Triangle Tech Inc-Bethlehem	13	40.6543	-75.4292
Arizona State University-Downtown Phoenix	11	NULL	NULL
Milan Institute-Clovis	21	36.8085	-119.7249
Branford Hall Career Institute-Albany Campus	21	42.7431	-73.8405
Harris School of Business-Linwood Campus	22	39.3481	-74.5805
The Art Institute of Tennessee-Nashville	11	36.1546	-86.6354
Strayer University-Florida	21	27.99	-82.5462
Pima Medical Institute-Renton	13	47.469	-122.2114
College of Business and Technology-Flagler	21	25.7691	-80.3292
College of Business and Technology-Hialeah	21	25.867	-80.3022
Miller-Motte College-Cary	21	35.7551	-78.7407
Miami-Jacobs Career College-Springboro	21	39.5608	-84.2532
Dewey University-Juana Díaz	23	18.06	-66.5089
Dewey University-Fajardo	23	18.3292	-65.6507
Dewey University-Arroyo	23	17.9744	-66.052
Regency Beauty Institute-Independence	11	39.0337	-94.4125
Regency Beauty Institute-St Peters	21	38.7996	-90.6544
Regency Beauty Institute-Peoria	12	40.7393	-89.6345
Regency Beauty Institute-Greenwood	11	39.6381	-86.1239
Regency Beauty Institute-Mehlville	21	38.4994	-90.3336
Regency Beauty Institute-Duluth	13	46.8086	-92.1684
Regency Beauty Institute-Fairview Heights	21	38.5912	-89.9906
Regency Beauty Institute-Champaign	13	40.1414	-88.2517
Regency Beauty Institute-Olathe	21	38.9031	-94.7802
The College of Health Care Professions-San Antonio	11	29.4889	-98.5766
Everest Institute-South Plainfield	21	40.556	-74.4257
Daymar College-Madisonville	33	37.3538	-87.4882
Brittany Beauty School	11	40.861	-73.8973
Lincoln Technical Institute-Whitestone	11	40.7841	-73.8289
American Public University System	31	39.2884	-77.8598
Huntsville Bible College	12	34.7504	-86.5949
Beaumont Adult School	21	33.9514	-116.9647
Make-up Designory	12	34.1802	-118.3083
Video Symphony EnterTraining Inc	12	34.1839	-118.3115
Gnomon School of Visual Effects	11	34.0901	-118.3291
Coachella Valley Beauty College	21	33.7074	-116.2778
Career College of California	11	33.748	-117.8662
Valley College of Medical Careers	11	34.222	-118.6054
Academy of Natural Therapy Inc	13	40.4256	-104.6688
Academy Di Capelli-School of Cosmetology	21	41.4899	-72.8069
Delaware Learning Institute of Cosmetology	32	38.5431	-75.2558
Dragon Rises College of Oriental Medicine	12	29.6674	-82.3128
Palm Beach Academy of Health & Beauty	21	26.8036	-80.075
SABER College	11	25.7715	-80.2613
Taylor College	41	29.0401	-82.0624
Pensacola School of Massage Therapy & Health Careers	13	30.4948	-87.1955
Hawaii College of Oriental Medicine	33	20.0177	-155.6598
Ideal Beauty Academy	21	38.2916	-85.7252
Success Schools	21	41.4696	-87.358
Louisiana Culinary Institute	21	30.411	-91.0662
Bais Medrash Toras Chesed	13	40.0997	-74.2113
Center for Natural Wellness School of Massage Therapy	21	42.7209	-73.8057
Ace Computer Training Center	11	40.7159	-73.8433
New Age Training	11	40.7483	-73.9915
Dayton School of Medical Massage	21	39.6828	-84.1691
Northcoast Medical Training Academy	21	41.1547	-81.3259
American Institute of Medical Technology	11	36.062	-95.9236
Carib Technological Institute	21	18.4038	-66.1944
Visible Music College	11	35.1443	-90.0495
CCI Training Center-Arlington	11	32.7558	-97.1003
Champion Beauty College	21	29.9866	-95.5029
Professional Careers Institute	11	29.7323	-95.4873
Southeast Texas Career Institute	31	30.3419	-94.1699
Southwest Applied Technology Center	33	37.6641	-113.0699
Academy of Cosmetology	13	42.6797	-89.049
Milwaukee Career College	21	43.0742	-88.0487
University of the West	21	34.046	-118.083
South University-Tampa	11	27.9823	-82.5004
Milan Institute of Cosmetology-San Antonio Military	11	29.3582	-98.5006
Appalachian College of Pharmacy	43	37.2115	-82.0052
Averett University-Non-Traditional Programs	33	36.5773	-79.4132
Paul Mitchell the School-Tampa	21	28.0755	-82.4513
Paul Mitchell the School-San Diego	11	32.719	-117.1608
Paul Mitchell the School-Michigan	21	42.594	-83.0286
Paul Mitchell the School-Sherman Oaks	11	34.1539	-118.4665
Paul Mitchell the School-Mclean	21	38.9192	-77.2201
Miami-Jacobs Career College-Troy	21	40.029	-84.2261
Blue Cliff College-Houma	13	29.5916	-90.7185
The Art Institute of Salt Lake City	21	40.5342	-111.8955
Fortis College-Columbus	21	40.0831	-82.9002
Fortis College-Cincinnati	21	39.2833	-84.445
Fortis Institute-Baltimore	21	39.3096	-76.7495
The Art Institute of Charleston	12	32.7814	-79.927
The Art Institute of California-Argosy University Sacramento	11	38.6221	-121.5191
Blue Cliff College-Fayetteville	13	36.1139	-94.145
Blue Cliff College-Alexandria	13	31.2757	-92.4766
StenoTech Career Institute-Piscataway	21	40.552	-74.4744
Anthem College-Brookfield	21	43.0269	-88.1137
Ultimate Medical Academy-Tampa	11	28.0352	-82.4573
Beauty Schools of America-North Miami Beach	21	25.9264	-80.1636
Virginia College-Biloxi	13	30.4442	-88.9323
ITT Technical Institute-St Petersburg	12	27.8598	-82.6462
ITT Technical Institute-Baton Rouge	21	30.3659	-91.0248
ITT Technical Institute-Columbia	12	34.0336	-81.1067
ITT Technical Institute-Wichita	11	37.7423	-97.2431
ITT Technical Institute-Atlanta	21	33.6124	-84.4053
ITT Technical Institute-Mobile	12	30.668	-88.1197
ITT Technical Institute-Chattanooga	12	35.0099	-85.2157
ITT Technical Institute-South Bend	21	41.7116	-86.2039
Virginia College-School of Business and Health-Chattanooga	12	35.0073	-85.2105
Strayer University-Delaware	21	39.686	-75.6607
Brite Divinity School	11	32.7095	-97.3616
Strayer University-Alabama	12	33.4381	-86.7181
Brown Aveda Institute-Rocky River	21	41.4822	-81.8375
Clary Sage College	11	36.1171	-95.9038
Broadview University-Layton	21	41.0687	-111.9816
International Academy of Design and Technology-Sacramento	11	38.6554	-121.5208
University of Phoenix-Birmingham Campus	13	33.4172	-86.6834
International Academy of Design and Technology-San Antonio	11	29.5185	-98.558
University of Phoenix-Augusta Campus	12	33.4912	-82.0887
University of Phoenix-Washington DC Campus	11	38.8979	-77.01
University of Phoenix-Chattanooga Campus	12	35.0129	-85.1871
Argosy University-Inland Empire	12	34.066	-117.5788
Argosy University-Nashville	11	36.1547	-86.6347
Argosy University-San Diego	11	32.7755	-117.158
Rasmussen College-Wisconsin	12	44.5262	-88.0808
Empire Beauty School-Lisle	21	41.7791	-88.1072
Empire Beauty School-Richmond	21	37.636	-77.5489
Empire Beauty School-North Hills	21	40.5231	-80.0053
Empire Beauty School-Concord	13	35.3645	-80.7133
Empire Beauty School-Arlington Heights	13	42.117	-87.9848
Lexington Healing Arts Academy	11	38.0142	-84.5226
Empire Beauty School-Hooksett	22	43.0564	-71.4413
The Institute of Beauty and Wellness	11	43.035	-87.907
InterCoast Colleges-Carson	13	33.8332	-118.2591
InterCoast Career Institute-South Portland	41	43.6384	-70.3573
Carrington College California-Stockton	11	37.999	-121.3232
Carrington College California-Citrus Heights	21	38.68	-121.2942
Euphoria Institute of Beauty Arts & Sciences-Summerlin	11	36.1474	-115.3006
Euphoria Institute of Beauty Arts & Sciences-Green Valley	11	35.9912	-115.1029
Empire Beauty School-Portsmouth	23	43.0331	-70.7823
LIU Riverhead	41	40.8761	-72.6991
Regency Beauty Institute-Lakewood	12	39.7175	-105.0797
Regency Beauty Institute-Westminster	21	39.8582	-105.0727
Regency Beauty Institute-Avon	11	39.7655	-86.3068
Regency Beauty Institute-Joliet	21	41.5767	-88.1613
Regency Beauty Institute-Rockford	12	42.2645	-88.982
Regency Beauty Institute-Greenfield	21	42.9592	-88.0129
Regency Beauty Institute-Metro Center	11	33.5826	-112.1481
Regency Beauty Institute-East Tucson	11	32.2223	-110.8381
Regency Beauty Institute-Tri-County	21	39.2861	-84.464
Regency Beauty Institute-Eastgate	21	39.0967	-84.2756
Regency Beauty Institute-Topeka	12	39.0311	-95.7609
Columbia Southern University	31	30.331	-87.6525
Arizona Summit Law School	11	33.4525	-112.0695
Arizona Culinary Institute	12	33.5819	-111.8312
InfoTech Career College	21	33.8808	-118.1417
Trident University International	21	33.8052	-118.0348
Coastline Beauty College	13	33.7154	-117.9402
Career College Consultants	11	34.1376	-118.2149
San Diego College	11	32.9106	-117.1206
Montessori Casa International	11	39.6033	-104.88
Branford Academy of Hair and Cosmetology	21	41.2781	-72.8547
Academy of Massage and Bodywork	21	39.6286	-75.6675
Digital Media Arts College	13	26.3965	-80.1106
Academy for Five Element Acupuncture	12	29.6501	-82.322
Academy of Career Training	13	28.3061	-81.4396
Management Resources Institute	11	25.7718	-80.2666
Paul Mitchell the School-Miami	21	25.7566	-80.3677
Wolford College	21	26.2683	-81.792
Aveda Institute-South Florida	21	27.7689	-82.6374
Aveda Institute-Tallahassee	12	30.442	-84.3191
Shear Excellence Hair Academy	21	28.0255	-82.5026
Carlson College of Massage Therapy	42	42.104	-91.3562
SOLEX Medical Academy	21	42.1402	-87.9089
MyComputerCareer.com-Indianapolis	11	39.8742	-86.2694
Z Hair Academy	13	38.9399	-95.2621
DiGrigoli School of Cosmetology	21	42.1463	-72.6303
Millennium Training Institute	21	42.4958	-71.1271
Gallery College of Beauty	21	42.5777	-82.8842
Lakewood School of Therapeutic Massage	23	42.9723	-82.4256
The Salon Spa Academy	13	42.2975	-85.2238
Trend Setters School of Cosmetology	13	37.2847	-89.5565
Academy of Hair Design-Springfield	12	37.1798	-93.2636
Corinth Academy of Cosmetology	33	34.934	-88.5205
Southeastern Institute-Charlotte	11	35.1679	-80.8865
Gentle Healing School of Massage	21	40.3191	-74.5073
Yeshivas Be'er Yitzchok	21	40.6825	-74.2133
Yeshiva Toras Chaim	21	40.0987	-74.1821
Talmudical Seminary of Bobov	11	40.6347	-73.9953
New York Methodist Hospital Center for Allied Health Education	11	40.6087	-73.959
Institute of Allied Medical Professions-New York	11	40.7518	-73.9917
Micropower Career Institute	11	40.7493	-73.994
Monroe 2 Orleans BOCES-Center for Workforce Development	21	43.1535	-77.7452
Aveda Fredric's Institute-Cincinnati	21	39.1443	-84.4425
MyComputerCareer.com-TechSkills	11	40.1013	-82.9471
CDE Career Institute	41	41.2429	-75.8777
Instituto Educativo Premier	12	18.0129	-66.6115
Charleston School of Law	12	32.7908	-79.9381
Elite College of Cosmetology	32	35.6578	-88.4092
Memphis Institute of Barbering	11	35.1581	-90.0144
Manuel and Theresa's School of Hair Design-Bryan	13	30.6754	-96.3735
Southwest University at El Paso	11	31.7884	-106.4132
Paul Mitchell the School-Austin	11	30.4508	-97.6612
Aveda Institute-Provo	12	40.2567	-111.6712
Dixie Applied Technology College	13	37.0833	-113.6073
Centura College-Alexandria	21	38.8027	-77.1427
Dominion School of Hair Design	21	37.26	-76.4936
Victoria's Academy of Cosmetology	13	46.2089	-119.1223
Inland Massage Institute	12	47.744	-117.3972
Sunnyside Beauty Academy	32	46.3247	-119.9865
Wisconsin Academy	32	45.0541	-87.7278
The Art Institute of Pittsburgh-Online Division	11	40.4479	-79.9882
University of South Florida-Sarasota-Manatee	21	27.3918	-82.563
Brown Mackie College-Indianapolis	11	39.7836	-86.1578
College America-Cheyenne	13	41.1758	-104.8279
Paul Mitchell the School-San Antonio	11	29.4909	-98.5848
Centro de Estudios Multidisciplinarios-Bayamon	21	18.3988	-66.1556
Bryant & Stratton College-Wauwatosa	21	43.0432	-88.051
Minnesota School of Business-Blaine	41	45.1606	-93.1682
The Art Institute of Michigan	13	42.4986	-83.4426
Lacy Cosmetology School-Lexington	21	33.9787	-81.315
Lacy Cosmetology School-Goose Creek	21	33.0355	-80.0657
The Art Institute of Austin	12	30.4796	-97.6764
The Art Institute of California-Argosy University-Silicon Valley	12	37.3732	-121.9994
Remington College-Houston Southeast Campus	21	29.5231	-95.1243
Remington College-Shreveport Campus	12	32.4032	-93.7936
National American University-Austin	11	30.439	-97.6983
National American University-Wichita	11	37.7225	-97.2517
Fortis College-Landover	21	38.9499	-76.8664
Jenny Lea Academy of Cosmetology and Aesthetics	13	36.3244	-82.3546
ITT Technical Institute-Cary	21	35.7544	-78.7343
ITT Technical Institute-Madison	21	34.6738	-86.7615
ITT Technical Institute-Clive	21	41.6092	-93.7779
ITT Technical Institute-Columbus	11	39.9343	-82.8697
ITT Technical Institute-Phoenix	11	33.5787	-112.1149
ITT Technical Institute-Madison	21	43.0363	-89.3803
ITT Technical Institute-High Point	12	36.0511	-79.9582
The Hair Academy	13	46.806	-100.76
The Art Institutes International–Kansas City	21	38.979	-94.7097
The Art Institute of Raleigh-Durham	12	35.9928	-78.9047
Le Cordon Bleu College of Culinary Arts-Sacramento	11	38.6554	-121.5212
Le Cordon Bleu College of Culinary Arts-Seattle	21	47.4512	-122.255
Le Cordon Bleu College of Culinary Arts-Cambridge	12	42.3642	-71.0787
Le Cordon Bleu College of Culinary Arts-Dallas	11	32.9117	-96.8713
Ross Medical Education Center-New Baltimore	21	42.6769	-82.7512
Ross College-Sylvania	21	41.7109	-83.6809
Argosy University-Salt Lake City	21	40.5343	-111.8955
Escuela De Troqueleria Y Herramentaje	21	18.3721	-66.1423
Virginia College-Montgomery	12	32.3821	-86.1935
Fortis Institute-Nashville	11	36.1533	-86.8107
Beckfield College-Tri-County	21	39.2967	-84.4814
Galen College of Nursing-Cincinnati	21	39.2837	-84.3659
Institute of Therapeutic Massage	13	41.0434	-84.0285
Pinnacle Career Institute-North Kansas City	11	39.3012	-94.6845
Strayer University-Kentucky	11	37.9956	-84.526
Strayer University-North Carolina	21	35.8612	-78.8183
Strayer University-New Jersey	21	39.9397	-75.0156
National College-Dayton	21	39.7001	-84.127
National College-Youngstown	21	41.1449	-80.6639
National College-Cincinnati	11	39.1906	-84.4737
National College-Stow	21	41.1609	-81.4002
Harris School of Business-Hamilton Campus	21	40.2596	-74.6768
Empire Beauty School-Eden Prairie	13	44.865	-93.4416
Ohio Business College-Hilliard	21	40.0874	-82.9683
Ohio Center for Broadcasting-Columbus	21	39.9553	-82.8554
Ohio Technical College-PowerSport Institute	21	41.4331	-81.533
Toledo Restaurant Training Center	11	41.6581	-83.5538
Dade Medical College-Miami Lakes	21	25.8833	-80.3383
The King’s College	11	40.7483	-73.9858
Chamberlain College of Nursing-Illinois	21	41.9497	-88.0386
Chamberlain College of Nursing-Ohio	11	39.9404	-82.9405
Chamberlain College of Nursing-Arizona	11	33.5657	-112.1044
Career Quest Learning Centers-Jackson	13	42.2468	-84.4026
Regency Beauty Institute-Fort Collins	12	40.5237	-105.0371
Regency Beauty Institute-Tolleson	11	33.4807	-112.2277
Regency Beauty Institute-Pasadena	21	29.6496	-95.1494
Regency Beauty Institute-Dayton	21	39.6328	-84.208
Regency Beauty Institute-Akron	21	41.1274	-81.6066
Regency Beauty Institute-Detroit Southgate	21	42.1979	-83.2145
Regency Beauty Institute-Flint	21	42.98	-83.7595
Regency Beauty Institute-Grand Rapids	21	43.028	-85.6909
Regency Beauty Institute-Cypresswood	11	30.0537	-95.4314
Bryan University	13	36.3342	-94.1701
Regency Beauty Institute-Austin	11	30.2204	-97.7581
